accel_rms_mean,accel_rms_std,accel_delta,accel_roc,velocity_rms_z,peak_to_rms_ratio,motor_temp_delta,humidity_trend,load_pct,load_variance,multivariate_score
27.1,10.36,-9.91,-2.26,0.784,1.42,20.3,-0.01,0.661,9.0,0.265
31.66,7.32,9.31,-1.17,-1.387,1.46,12.5,-0.486,0.308,42.5,0.117
32.1,10.26,-5.02,1.94,-0.467,1.37,12.7,0.089,0.184,42.1,0.154
28.24,11.59,1.93,-1.62,1.164,2.49,11.9,0.401,0.337,13.5,0.382
34.51,7.32,-5.43,2.27,-1.106,2.15,16.8,-0.331,0.343,34.3,0.063
34.1,5.38,0.69,-4.51,1.484,2.06,18.1,-0.48,0.602,23.8,0.183
30.81,8.26,-6.94,1.95,0.391,1.59,18.2,0.162,0.266,32.3,0.098
33.64,3.4,4.38,-3.82,-1.158,1.34,9.0,-0.3,0.26,28.5,0.121
32.37,5.91,-9.21,-0.04,-0.877,2.41,11.6,-0.497,0.587,45.8,0.342
32.03,3.98,-8.2,0.12,0.671,1.33,10.1,-0.269,0.841,18.3,0.212
26.34,4.32,-9.21,-2.09,0.905,1.61,19.8,-0.405,0.657,7.1,0.348
31.97,4.26,-2.85,-0.62,0.365,2.34,6.9,0.315,0.196,23.0,0.387
28.06,7.09,7.01,3.0,0.447,2.24,7.3,0.196,0.097,47.4,0.106
29.5,9.79,6.05,1.78,-0.956,1.69,12.2,-0.471,0.598,42.7,0.391
26.65,14.12,-7.74,-0.89,-1.362,1.54,11.3,0.205,0.592,39.5,0.252
30.99,14.88,3.4,-1.62,0.069,2.11,6.9,0.162,0.249,20.6,0.287
29.19,13.06,1.17,4.88,-1.336,2.04,8.1,0.349,0.731,44.1,0.076
30.26,5.19,9.4,-4.5,-0.832,2.04,13.1,-0.265,0.417,41.1,0.207
33.91,7.9,-7.63,-0.03,0.46,1.33,13.2,0.057,0.05,9.1,0.261
31.54,6.03,0.17,-2.93,0.514,2.44,12.3,-0.446,0.228,25.5,0.246
31.55,8.25,3.14,2.16,-1.158,2.19,9.4,-0.159,0.714,48.4,0.152
30.57,11.26,-9.08,-3.36,-1.079,2.13,19.4,-0.393,0.539,13.4,0.376
29.28,8.03,5.63,2.17,-1.177,1.74,23.5,0.337,0.521,39.7,0.208
31.94,14.6,-7.31,-0.01,0.091,1.26,23.7,0.339,0.436,27.9,0.372
27.13,9.63,4.61,-3.72,-0.338,1.98,22.7,0.004,0.358,49.1,0.371
32.98,5.62,9.27,4.7,-0.141,1.37,13.3,0.2,0.649,18.5,0.296
33.96,11.39,8.71,1.33,-0.897,2.01,10.8,-0.155,0.588,49.2,0.278
34.94,8.65,3.89,-1.78,-1.154,1.66,14.6,0.071,0.584,23.8,0.312
33.77,5.79,6.95,3.08,0.068,1.23,7.9,0.17,0.21,38.8,0.106
28.23,5.32,6.79,1.91,-0.615,2.18,5.6,0.314,0.132,44.1,0.309
34.01,11.79,1.23,-2.62,0.853,2.24,10.8,0.164,0.791,22.4,0.385
35.12,6.14,1.04,-4.87,-0.746,2.01,20.6,0.37,0.714,46.0,0.297
31.84,11.96,0.93,1.03,0.828,2.45,10.9,-0.323,0.596,13.4,0.111
30.5,6.99,-1.43,0.57,-1.11,1.96,10.1,-0.169,0.618,12.0,0.104
28.59,2.69,8.65,1.16,0.486,1.84,16.5,-0.142,0.677,19.3,0.127
27.2,2.92,0.1,-0.84,0.111,1.32,9.4,-0.287,0.316,21.2,0.126
32.89,9.01,9.93,3.24,1.443,1.21,18.4,-0.054,0.774,32.6,0.267
34.96,11.01,-3.58,4.16,1.335,1.7,15.8,-0.217,0.779,42.0,0.181
33.4,7.89,-9.12,3.98,-0.922,1.87,24.0,-0.333,0.815,29.2,0.053
26.02,10.85,5.47,3.65,-0.227,1.34,15.8,0.203,0.831,39.9,0.276
34.77,11.85,-6.92,-0.41,-0.505,1.31,6.1,0.294,0.496,30.9,0.13
27.96,7.13,2.6,-0.67,-1.449,2.08,15.7,0.141,0.545,39.0,0.255
32.38,2.98,8.56,-3.94,0.861,1.59,6.7,0.265,0.4,22.8,0.281
30.11,9.05,-7.27,-1.09,0.892,1.91,24.2,-0.356,0.592,46.1,0.328
32.67,6.94,8.99,0.54,0.165,1.36,5.1,0.097,0.48,47.6,0.157
32.86,13.92,-3.12,-0.87,0.438,1.87,8.2,-0.279,0.718,13.7,0.113
33.37,13.24,7.03,4.32,1.483,1.8,16.0,-0.209,0.104,9.4,0.304
30.25,6.38,-7.44,1.55,-1.2,2.01,23.0,-0.182,0.411,32.7,0.157
31.22,9.47,-2.71,-1.84,-0.215,1.21,9.9,-0.278,0.642,24.6,0.344
26.72,11.67,7.56,-0.37,-0.424,1.6,16.0,-0.324,0.535,42.9,0.351
26.78,9.12,-4.74,3.86,-1.271,1.3,5.4,0.007,0.075,31.2,0.192
31.28,13.96,1.03,0.43,1.496,1.81,20.5,-0.134,0.229,39.7,0.307
28.29,8.14,0.21,-1.03,0.007,2.06,22.0,0.307,0.541,12.5,0.23
29.85,4.38,8.97,1.59,1.403,2.16,14.7,-0.141,0.225,26.9,0.072
29.08,2.59,-5.86,4.08,-0.416,1.81,14.1,-0.454,0.834,19.6,0.296
30.6,12.95,6.7,-2.37,0.133,1.43,18.1,-0.135,0.573,42.6,0.231
29.15,13.97,0.33,-1.47,1.103,1.83,14.6,0.104,0.451,11.3,0.108
26.16,10.5,-5.77,-3.13,-0.413,2.13,7.4,-0.27,0.699,37.4,0.219
30.18,4.8,-6.78,3.33,-1.433,1.26,16.5,-0.339,0.554,6.8,0.25
25.95,5.43,-6.4,4.58,0.298,1.93,5.4,0.22,0.579,17.8,0.08
29.88,15.1,7.35,-3.29,0.991,1.98,20.9,0.32,0.196,34.7,0.143
32.64,6.54,-0.93,0.91,-0.811,1.7,7.2,-0.298,0.738,27.7,0.197
26.89,3.29,-0.48,1.15,-1.383,2.22,15.1,-0.382,0.436,10.9,0.261
33.67,13.84,5.5,1.49,0.066,1.68,5.9,0.03,0.234,41.1,0.326
29.21,9.79,4.83,2.62,0.59,1.33,7.7,-0.023,0.236,43.7,0.149
34.17,7.41,-6.22,2.09,0.868,1.95,7.4,-0.493,0.574,35.9,0.161
29.02,4.07,3.03,-2.46,1.065,1.75,12.3,-0.224,0.594,39.0,0.195
33.24,8.38,-2.6,0.55,-0.739,1.6,11.9,0.205,0.639,43.5,0.281
32.88,7.91,3.99,-3.38,-0.857,1.72,11.8,0.051,0.608,36.8,0.106
35.05,2.1,-8.18,-3.55,1.278,1.77,6.3,-0.278,0.114,6.7,0.185
35.25,10.12,0.42,2.12,0.292,2.43,21.4,0.14,0.401,14.1,0.28
33.44,5.8,-9.33,1.0,0.047,1.5,8.4,-0.464,0.241,5.0,0.105
35.37,12.3,-2.94,-1.05,0.258,1.87,19.7,-0.431,0.122,17.8,0.34
34.56,6.61,9.27,-2.23,0.319,1.45,23.6,0.075,0.259,23.3,0.087
26.13,5.9,8.94,3.03,1.37,2.34,21.3,0.075,0.605,48.5,0.247
33.11,12.01,9.22,-0.41,-0.118,1.96,5.5,-0.384,0.104,33.5,0.398
32.18,5.06,-3.69,4.55,0.05,1.21,21.6,-0.252,0.124,35.3,0.337
26.17,14.3,-0.47,-1.46,1.183,1.55,23.9,0.183,0.778,27.5,0.12
32.77,13.53,-5.86,-2.97,-0.751,2.0,8.1,-0.393,0.786,35.4,0.282
31.55,12.1,0.83,-4.58,-0.053,2.01,14.8,0.485,0.768,44.1,0.222
35.26,14.1,-4.39,-2.78,0.23,1.27,21.0,-0.022,0.483,27.6,0.188
32.28,4.33,9.53,1.98,-0.12,2.1,5.2,-0.289,0.515,19.6,0.264
28.01,9.26,-5.26,-0.29,0.339,1.68,15.0,-0.289,0.611,21.8,0.349
28.21,4.4,-7.38,0.76,-0.814,1.33,10.4,-0.264,0.396,22.1,0.101
35.01,4.0,6.11,-3.23,-0.001,2.49,22.0,0.017,0.626,40.3,0.155
31.04,9.51,-2.03,1.91,-1.32,2.26,14.5,0.13,0.41,20.1,0.176
31.02,14.31,-4.85,-4.8,-1.136,2.33,24.3,-0.301,0.511,34.2,0.111
33.22,6.71,3.46,-0.13,0.71,2.36,12.6,-0.213,0.555,11.5,0.109
33.5,6.48,2.63,0.72,1.047,1.29,8.2,-0.272,0.304,18.1,0.144
31.87,5.6,-1.1,3.63,-0.411,1.96,24.3,-0.086,0.197,6.0,0.305
32.05,14.43,4.01,-4.2,-0.999,1.33,6.3,0.379,0.489,6.2,0.189
33.08,3.13,-4.75,-3.45,0.464,2.35,11.2,-0.253,0.277,33.2,0.096
33.81,2.41,3.27,3.6,-0.524,1.82,24.5,0.041,0.268,25.0,0.389
32.4,4.36,1.95,1.31,0.408,1.93,15.5,0.14,0.298,20.6,0.239
33.48,7.86,-2.68,-2.4,-0.589,1.2,21.3,0.348,0.325,26.1,0.053
34.65,14.52,-0.46,-4.91,-0.209,1.58,9.6,-0.493,0.349,23.5,0.246
29.38,4.18,4.74,-1.1,-0.365,1.54,13.4,-0.26,0.662,45.9,0.333
32.28,5.78,4.86,3.09,-0.261,2.31,8.6,-0.21,0.56,32.8,0.145
31.66,4.51,-9.61,-4.5,0.105,1.44,7.0,-0.231,0.622,37.7,0.131
26.94,8.54,-3.16,-1.88,0.898,2.5,14.3,0.291,0.314,43.0,0.383
26.0,12.26,-8.57,-0.3,-0.923,2.29,21.3,0.328,0.148,39.6,0.137
33.15,7.87,4.75,-4.66,-0.117,2.2,15.4,0.482,0.428,35.7,0.159
28.67,10.33,-9.16,4.37,0.063,1.53,17.8,-0.301,0.76,43.9,0.126
26.57,10.38,-3.51,-3.33,-0.672,1.36,20.8,-0.491,0.084,40.3,0.216
31.4,6.93,-8.21,-3.42,-1.226,2.0,23.6,0.497,0.55,7.7,0.276
32.45,12.47,-7.48,-2.67,1.445,2.23,20.1,0.306,0.401,13.7,0.291
29.02,3.81,7.97,-0.15,-0.187,1.58,18.9,-0.31,0.199,20.6,0.306
28.2,13.0,8.29,0.55,-1.293,1.4,10.9,-0.237,0.344,5.0,0.273
29.23,4.48,-9.63,3.57,0.828,1.51,19.4,0.158,0.481,22.4,0.233
30.42,9.31,2.26,-1.77,0.423,1.34,15.5,-0.433,0.718,10.8,0.356
27.47,8.43,-8.02,0.71,1.009,2.06,15.5,0.201,0.255,21.5,0.262
26.16,14.3,-5.83,-0.09,1.169,1.3,21.0,-0.439,0.496,47.2,0.196
29.14,11.38,6.47,-2.34,-1.378,1.29,11.1,0.445,0.818,9.4,0.304
30.77,4.53,0.52,-2.51,0.376,1.43,20.0,-0.085,0.134,33.7,0.175
30.04,10.81,7.66,-3.33,-0.959,1.72,11.8,-0.342,0.849,24.9,0.173
28.6,15.11,-3.51,-1.28,0.793,1.76,19.5,0.108,0.501,14.6,0.318
34.71,5.38,9.23,-0.53,-0.309,2.14,24.7,0.096,0.464,49.7,0.156
28.46,4.96,7.11,-4.78,0.966,2.1,10.5,0.054,0.495,46.7,0.104
25.83,6.72,-7.23,-1.33,0.246,1.5,21.2,-0.408,0.37,46.3,0.307
32.69,12.49,-6.54,3.26,0.569,1.95,23.2,0.095,0.29,37.9,0.252
26.24,2.77,5.42,-1.52,0.951,1.74,22.4,0.37,0.231,34.4,0.261
25.57,12.29,-2.35,-1.95,-1.376,1.9,8.0,0.002,0.227,7.3,0.306
29.39,7.91,1.9,0.05,-0.834,1.58,12.9,-0.368,0.116,30.7,0.067
29.45,3.15,0.04,2.74,-1.109,1.38,16.2,-0.012,0.572,13.8,0.266
32.82,5.28,-8.57,2.77,-0.53,2.4,6.8,0.172,0.389,20.7,0.162
31.4,2.35,-3.9,4.88,0.349,2.49,13.8,-0.354,0.086,41.8,0.12
29.2,12.03,7.06,-3.88,-1.336,2.43,23.5,0.369,0.706,5.6,0.293
26.58,7.97,-9.55,-2.91,0.114,1.46,15.5,-0.241,0.436,37.8,0.099
32.45,2.27,1.66,1.64,-1.37,1.42,10.7,0.289,0.544,7.4,0.279
25.55,7.16,-4.57,3.52,0.48,2.32,5.4,0.367,0.57,15.4,0.183
35.23,3.35,-3.69,3.67,0.095,1.44,15.0,-0.042,0.791,6.0,0.137
30.76,6.44,-2.13,-3.43,-0.46,1.66,17.5,-0.264,0.833,27.6,0.334
31.73,13.63,7.81,3.15,-1.412,1.92,10.6,-0.348,0.768,34.6,0.081
29.29,14.72,2.25,1.26,-0.818,1.51,8.1,0.471,0.778,19.8,0.24
27.54,3.86,0.83,3.0,1.088,1.6,19.1,0.024,0.158,49.8,0.392
26.93,14.35,8.34,-1.83,0.172,2.43,7.4,-0.182,0.754,37.7,0.318
34.28,7.5,-1.77,-0.57,1.301,2.36,23.7,-0.226,0.673,9.8,0.115
33.1,10.11,-4.66,0.67,-0.807,1.5,18.7,-0.141,0.601,26.4,0.226
31.52,11.44,-2.52,3.52,-0.026,1.38,8.9,-0.468,0.662,5.7,0.144
29.61,11.84,9.76,2.58,-1.302,2.41,24.7,0.367,0.442,19.6,0.21
27.95,7.38,-9.16,2.35,-0.359,1.61,17.2,0.242,0.525,28.6,0.357
33.35,8.91,-0.97,3.27,-1.373,2.49,15.4,-0.104,0.638,30.1,0.231
31.79,2.68,-4.18,-1.02,-0.586,2.28,14.2,-0.078,0.541,7.5,0.231
26.9,12.99,-0.97,2.23,-1.16,2.21,23.8,0.196,0.158,23.6,0.208
27.27,9.83,4.25,-2.98,-0.136,1.53,18.8,0.407,0.687,37.3,0.093
26.63,7.97,-2.74,0.24,-0.348,2.23,15.2,0.45,0.353,22.1,0.319
34.61,9.5,3.19,-3.5,1.106,1.43,19.2,-0.08,0.298,39.6,0.206
31.75,3.59,-7.37,-2.97,0.368,1.53,14.2,0.355,0.485,5.3,0.359
27.87,9.81,-0.49,-0.9,-1.262,1.98,9.9,0.047,0.546,30.1,0.339
25.98,3.99,3.07,-4.63,1.061,2.07,21.8,-0.202,0.786,7.2,0.196
27.27,10.91,2.22,1.92,0.285,2.22,8.5,-0.045,0.513,46.9,0.083
28.48,6.9,-2.42,-4.32,-0.218,1.92,10.9,-0.365,0.606,17.3,0.234
30.74,11.23,2.24,-3.91,0.689,2.02,24.7,-0.016,0.601,47.0,0.395
28.36,10.08,-3.67,0.25,1.485,1.66,7.6,0.063,0.466,33.4,0.222
27.29,10.09,4.17,4.79,-1.495,1.23,17.5,-0.382,0.728,41.0,0.4
29.64,6.44,1.21,1.38,-1.466,1.46,10.6,0.29,0.296,27.8,0.163
25.56,11.1,-3.17,2.24,0.348,1.24,8.5,-0.169,0.32,35.3,0.371
33.47,10.57,-0.37,1.27,1.176,1.9,11.7,0.284,0.381,38.4,0.342
28.49,11.61,-3.69,0.36,-0.875,2.09,21.0,0.388,0.333,48.6,0.148
25.81,15.03,2.53,3.42,0.213,1.71,16.9,0.365,0.651,36.7,0.16
25.82,7.5,-0.06,-2.62,-0.144,2.44,9.3,-0.198,0.14,40.3,0.322
34.64,7.9,-9.5,-0.17,0.0,1.45,23.5,0.232,0.469,39.9,0.1
34.22,12.9,8.76,1.77,-1.102,2.14,14.2,0.214,0.468,5.2,0.376
32.37,9.89,-8.26,-0.33,-1.362,1.88,18.2,-0.188,0.512,19.0,0.362
28.71,4.58,-4.47,-1.81,-0.177,1.35,8.0,-0.226,0.062,33.0,0.23
27.57,6.66,-3.63,-3.58,0.613,1.57,9.9,-0.429,0.541,20.2,0.205
26.81,8.26,3.51,-3.94,-1.339,1.75,8.6,0.096,0.524,42.6,0.295
31.67,6.16,6.35,2.13,0.513,1.89,24.5,0.256,0.423,10.9,0.334
34.71,8.22,-0.89,1.84,0.631,1.81,9.6,-0.276,0.739,32.8,0.37
29.43,11.28,3.3,2.89,1.147,1.79,5.6,-0.025,0.331,25.8,0.11
33.19,10.03,-7.45,-3.97,0.953,2.24,11.5,0.149,0.684,29.0,0.19
29.65,10.24,0.96,4.74,-0.349,1.64,21.3,0.091,0.677,24.6,0.326
30.96,5.16,3.25,-4.22,1.293,1.95,14.7,0.092,0.42,30.0,0.338
27.28,14.67,-8.61,-3.91,0.942,2.2,12.6,-0.006,0.578,9.1,0.336
34.39,13.98,2.72,-5.0,-1.06,1.39,15.6,-0.11,0.512,13.8,0.289
28.68,9.58,8.26,-1.95,1.33,1.77,24.7,-0.156,0.121,5.4,0.395
29.56,3.72,-4.12,-1.31,0.147,1.27,19.1,0.321,0.337,43.8,0.353
27.87,11.32,-2.11,-1.82,-0.352,1.7,15.9,0.162,0.43,13.5,0.185
34.76,13.14,-6.91,4.97,0.51,1.37,6.4,-0.484,0.627,26.9,0.203
35.42,3.15,2.84,-0.84,-0.132,2.23,17.1,-0.074,0.194,27.9,0.243
30.02,6.73,-6.28,1.05,0.234,2.3,9.7,0.002,0.379,29.6,0.178
35.31,9.55,4.1,-3.87,-0.055,2.1,7.8,0.231,0.837,49.3,0.323
30.17,3.07,7.8,-4.12,-0.083,2.16,24.2,-0.422,0.557,40.9,0.159
26.05,6.58,5.57,-0.31,0.038,1.81,19.7,-0.079,0.818,40.9,0.151
25.88,14.24,4.99,2.27,0.191,1.28,14.5,-0.331,0.091,49.6,0.333
31.77,5.83,-8.35,0.06,1.054,1.56,7.7,-0.219,0.736,5.6,0.089
27.27,9.86,-6.98,-0.53,0.924,1.54,19.0,-0.015,0.689,43.8,0.17
26.37,3.95,8.68,-3.46,-0.012,2.49,20.4,-0.262,0.402,33.7,0.124
32.87,6.6,2.85,2.55,-1.152,1.42,13.0,-0.199,0.647,38.9,0.236
29.33,11.37,-0.51,-3.55,1.111,1.22,23.5,-0.051,0.593,48.3,0.289
25.94,14.18,2.75,4.56,-0.205,2.39,22.2,-0.165,0.264,9.4,0.279
29.45,12.27,4.98,2.34,0.266,1.45,11.7,0.19,0.194,29.6,0.285
33.85,2.19,-8.05,-3.96,-0.162,1.49,10.7,-0.307,0.069,9.1,0.378
32.1,13.09,9.01,1.38,0.624,1.36,22.1,-0.37,0.575,45.5,0.248
35.21,13.89,3.91,-2.47,-0.099,2.42,17.8,0.423,0.271,24.2,0.366
33.24,6.32,-6.76,-4.26,0.831,1.7,11.7,-0.44,0.814,16.9,0.204
30.46,14.32,2.21,-3.22,-0.024,1.39,20.4,-0.282,0.565,46.1,0.3
26.57,3.0,1.43,-2.49,-0.162,2.37,8.0,0.14,0.796,34.9,0.143
32.54,14.01,1.49,0.15,1.32,1.84,13.7,0.344,0.675,40.3,0.239
25.58,14.66,6.36,-0.18,0.202,2.42,12.2,0.182,0.37,33.5,0.386
26.45,9.11,9.22,-4.2,-0.121,2.2,18.0,-0.323,0.081,22.3,0.117
32.5,13.9,2.61,-1.41,-1.245,2.02,19.7,-0.36,0.204,37.4,0.258
30.44,2.87,0.81,-1.92,0.102,2.28,14.0,0.496,0.08,7.5,0.326
25.97,3.6,6.14,1.67,-0.125,2.08,22.5,-0.351,0.513,46.6,0.063
26.96,10.69,-0.58,4.18,-1.363,2.11,7.6,-0.328,0.09,18.8,0.328
30.11,4.3,1.82,3.18,-1.181,1.85,21.0,-0.279,0.694,24.2,0.334
35.37,11.02,-3.52,4.76,0.228,1.38,21.7,0.293,0.661,31.7,0.167
26.76,3.91,-1.7,1.96,0.16,1.77,23.5,-0.459,0.13,43.1,0.264
33.33,2.24,-0.26,-4.94,-0.962,1.32,18.0,0.387,0.383,41.3,0.32
32.48,4.77,2.8,0.23,-0.264,2.42,17.2,-0.462,0.194,27.5,0.383
31.83,12.4,-3.04,-4.95,-0.793,1.35,15.6,-0.404,0.34,39.3,0.239
27.75,12.24,3.19,-2.24,-0.919,2.24,18.7,0.469,0.43,12.9,0.285
25.99,10.58,-4.3,-0.65,-0.497,2.25,20.2,-0.457,0.642,46.6,0.112
33.41,8.46,-7.68,3.95,0.664,1.97,11.5,-0.301,0.591,19.7,0.323
28.82,3.34,4.75,3.7,-0.373,1.49,14.4,-0.016,0.762,11.5,0.375
30.11,7.17,-7.27,2.2,0.396,2.47,9.0,-0.373,0.604,7.7,0.098
34.08,8.11,-6.58,-1.56,1.159,1.98,20.8,0.138,0.539,12.6,0.39
34.11,3.18,7.14,-0.11,1.487,1.97,21.7,-0.221,0.634,38.1,0.136
28.84,9.71,7.84,0.92,-1.053,1.95,5.1,0.48,0.082,26.2,0.319
25.9,9.07,-0.41,2.98,0.964,1.79,9.8,0.058,0.06,37.9,0.382
26.89,5.96,2.95,-4.09,-0.061,1.6,19.1,0.358,0.648,6.1,0.209
33.28,13.62,-1.89,2.9,-0.389,1.8,17.7,0.36,0.107,45.2,0.167
25.89,7.68,-4.6,4.46,0.127,2.23,20.8,-0.419,0.755,38.1,0.069
35.02,10.97,7.76,-3.89,-0.403,2.0,12.3,-0.325,0.497,8.0,0.298
27.62,15.04,-5.23,-3.86,-0.065,2.42,16.6,0.459,0.218,38.5,0.129
29.1,5.58,3.6,-2.23,-1.31,1.65,14.7,0.027,0.148,36.9,0.287
30.9,5.91,2.42,3.0,1.336,2.25,23.8,-0.434,0.764,25.6,0.078
34.55,5.86,9.13,-3.91,-0.672,2.11,14.9,0.375,0.467,33.2,0.153
35.27,9.21,-7.36,-1.53,-0.168,2.04,10.8,-0.437,0.747,15.5,0.382
32.02,7.49,-3.14,1.46,-0.521,1.97,18.9,0.342,0.406,18.7,0.096
33.47,4.31,-4.8,-0.16,1.412,2.2,5.9,-0.147,0.415,12.5,0.373
32.69,5.82,9.46,3.39,0.579,2.07,8.1,-0.262,0.083,19.2,0.094
28.18,4.48,1.25,-4.65,-0.549,1.65,12.5,0.04,0.18,18.6,0.372
29.62,8.66,-7.09,-0.42,-0.539,1.21,19.8,0.476,0.315,36.7,0.216
28.48,14.55,9.61,0.74,-1.059,1.93,23.1,-0.058,0.601,37.9,0.365
26.98,9.34,-3.84,-0.98,1.023,1.78,6.8,-0.445,0.563,31.3,0.128
34.94,5.72,-9.55,0.38,-0.164,2.07,6.7,0.012,0.206,19.3,0.262
35.02,14.08,-2.78,-3.52,1.061,1.68,12.5,-0.215,0.331,49.0,0.356
26.46,11.69,-1.12,4.93,0.911,1.58,21.1,0.47,0.389,45.3,0.099
31.46,3.18,-5.84,-0.25,1.103,2.48,6.3,0.46,0.655,9.0,0.193
34.73,7.53,1.12,2.1,0.766,1.38,8.7,-0.118,0.493,6.9,0.339
33.93,6.07,1.19,-0.37,-1.419,1.2,10.3,0.456,0.717,26.3,0.279
34.52,7.57,-0.16,1.88,-0.766,1.36,10.5,0.494,0.103,38.6,0.253
31.25,13.55,2.56,-0.24,0.583,1.36,15.3,0.075,0.726,12.3,0.07
28.79,13.68,-7.29,-3.37,-0.682,1.75,23.2,-0.144,0.282,28.8,0.378
30.73,12.2,-6.34,-4.05,0.758,1.91,22.4,0.327,0.598,18.5,0.29
32.48,3.31,1.6,3.23,-1.461,1.87,12.5,-0.015,0.322,46.0,0.086
27.14,4.97,-6.23,3.97,0.34,2.28,15.5,0.032,0.491,39.0,0.09
30.2,3.05,6.38,4.23,-0.061,1.61,12.3,0.317,0.762,31.9,0.317
29.02,11.45,-9.42,3.15,-0.833,2.31,7.8,-0.273,0.15,10.9,0.078
32.51,12.44,-8.45,2.75,0.772,1.26,7.2,0.293,0.461,7.7,0.092
28.13,2.92,3.35,2.55,0.847,2.4,9.1,0.401,0.198,20.8,0.082
34.06,14.53,8.98,-1.52,-1.018,1.85,19.6,-0.258,0.506,9.5,0.252
25.74,4.92,-6.17,-2.18,1.205,1.9,24.5,-0.401,0.221,27.7,0.298
29.27,9.86,-1.21,4.58,-0.957,1.66,12.6,-0.286,0.232,10.1,0.395
26.84,3.5,-7.28,2.62,0.614,1.92,5.8,-0.172,0.143,17.8,0.26
28.72,14.99,-1.12,0.54,-0.628,2.31,8.8,-0.43,0.723,26.4,0.288
27.4,15.29,-0.17,-3.95,-0.186,2.06,6.7,-0.357,0.37,31.6,0.086
34.86,15.01,-8.71,4.75,-0.484,1.97,24.8,-0.377,0.72,37.6,0.147
32.74,9.76,-4.54,2.89,0.431,1.72,14.5,0.103,0.374,26.8,0.148
33.29,3.47,-4.99,-0.03,0.385,1.37,7.0,-0.447,0.105,35.5,0.39
29.44,11.05,-6.95,1.22,-1.211,1.3,20.0,0.268,0.684,14.1,0.282
30.51,5.51,-3.13,3.6,0.14,2.44,5.6,-0.07,0.782,22.3,0.16
29.37,8.14,-9.34,0.57,1.081,1.59,19.1,-0.009,0.158,37.2,0.221
26.71,11.0,3.2,1.85,0.217,1.82,22.1,0.007,0.363,27.3,0.39
31.78,6.72,9.56,-1.8,-1.416,1.26,21.7,-0.151,0.644,6.2,0.362
29.03,3.33,-3.1,-1.43,-0.446,2.06,10.0,0.148,0.524,46.0,0.073
28.66,6.52,-9.61,-1.74,-0.117,2.32,16.4,0.401,0.263,36.3,0.256
35.47,7.05,-2.19,0.73,0.925,1.33,18.5,-0.164,0.452,39.4,0.169
31.77,6.86,-1.28,-0.03,1.042,2.22,21.8,0.036,0.28,7.1,0.399
29.64,5.04,4.86,-4.08,1.033,1.32,11.7,-0.433,0.691,26.4,0.123
33.58,10.69,-3.96,3.04,-0.201,1.9,9.0,-0.098,0.55,25.4,0.317
27.43,2.29,4.07,3.63,0.231,1.48,24.2,0.242,0.424,47.2,0.236
31.77,12.25,-1.33,0.66,0.38,1.88,12.3,-0.352,0.17,35.8,0.155
29.98,6.27,6.6,-4.36,-0.889,1.74,21.5,0.146,0.255,32.1,0.192
26.76,4.59,-5.09,3.27,-0.108,1.93,13.7,0.147,0.08,12.2,0.098
28.21,12.71,3.17,-3.24,1.058,2.45,14.7,-0.48,0.738,8.8,0.261
34.3,13.99,-1.86,-1.37,0.472,1.32,23.9,0.224,0.162,10.0,0.307
34.96,8.97,6.58,4.5,1.295,1.53,22.7,-0.262,0.148,41.3,0.165
31.47,7.22,4.97,-2.64,-0.231,1.39,8.5,0.47,0.402,16.4,0.256
30.53,7.02,8.97,-1.84,-0.229,2.09,24.3,0.379,0.8,21.3,0.3
33.84,2.32,9.34,1.06,1.024,2.06,23.8,0.191,0.681,15.8,0.243
28.72,14.76,-2.74,3.12,-1.134,2.33,22.2,-0.112,0.778,22.7,0.392
28.19,3.24,6.45,-2.65,-0.869,2.36,23.3,0.131,0.754,39.5,0.192
25.97,13.54,6.46,4.4,-0.087,1.74,21.8,0.217,0.751,41.9,0.339
32.62,8.76,-2.96,1.02,0.94,2.16,14.1,-0.473,0.092,33.9,0.271
33.55,3.85,-1.99,1.28,-0.559,1.31,8.2,0.016,0.826,42.4,0.317
34.11,11.15,5.85,-1.81,-0.065,2.16,10.2,0.187,0.711,41.0,0.12
29.78,4.46,7.53,4.45,1.153,1.49,24.0,0.423,0.568,33.2,0.367
35.38,4.67,4.03,-3.31,-0.297,1.76,10.2,-0.411,0.344,47.6,0.091
32.83,7.82,8.4,-0.46,0.521,1.35,19.3,-0.309,0.74,40.2,0.151
30.58,3.77,7.13,1.0,1.486,1.57,18.5,-0.082,0.377,11.6,0.152
28.26,10.24,8.15,-1.3,0.553,1.8,5.2,-0.367,0.309,36.2,0.29
32.78,11.45,4.72,-2.44,-1.214,1.28,11.7,-0.265,0.777,49.9,0.379
35.32,9.99,4.96,-4.54,-0.739,2.01,11.1,-0.105,0.347,48.6,0.246
31.45,5.5,0.07,4.3,1.134,1.37,11.3,0.03,0.163,10.3,0.065
26.92,13.62,6.7,2.48,1.279,1.57,22.5,0.113,0.659,16.9,0.16
34.57,6.23,9.89,2.64,-1.046,2.31,18.1,0.298,0.093,11.7,0.13
26.01,5.5,4.12,-0.64,1.486,2.41,5.8,-0.143,0.617,26.8,0.223
34.11,13.56,-7.53,-4.06,1.105,1.43,8.4,0.009,0.268,45.1,0.255
31.49,14.95,0.52,0.71,-0.251,1.3,20.4,0.177,0.76,6.2,0.288
32.46,7.28,1.81,4.51,1.011,1.4,6.6,0.331,0.578,25.4,0.384
